T#5ms549us859ns; 
T#5ms634us563ns; 
T#3ms842us647ns; 
T#2ms721us919ns; 
T#2ms314us283ns; 
T#1ms644us266ns; 
T#1ms943us190ns; 
T#1ms935us604ns; 
T#1ms903us395ns; 
T#1ms886us962ns; 
T#1ms791us686ns; 
T#1ms908us172ns; 
T#1ms954us654ns; 
T#1ms901us487ns; 
T#1ms557us111ns; 
T#2ms45us488ns; 
T#1ms916us975ns; 
T#1ms885us223ns; 
T#1ms890us141ns; 
T#1ms932us891ns; 
T#1ms939us969ns; 
T#1ms949us935ns; 
T#1ms855us889ns; 
T#1ms884us739ns; 
T#2ms54us809ns; 
T#1ms902us128ns; 
T#1ms866us726ns; 
T#1ms767us158ns; 
T#1ms661us381ns; 
T#1ms888us613ns; 
T#1ms884us74ns; 
T#1ms854us174ns; 
T#1ms704us684ns; 
T#1ms906us949ns; 
T#1ms919us366ns; 
T#1ms857us329ns; 
T#1ms860us821ns; 
T#1ms867us240ns; 
T#1ms917us66ns; 
T#1ms888us26ns; 
T#1ms900us983ns; 
T#2ms75us855ns; 
T#1ms902us614ns; 
T#1ms894us254ns; 
T#1ms701us23ns; 
T#1ms716us284ns; 
T#1ms764us20ns; 
T#1ms916us831ns; 
T#1ms875us549ns; 
T#1ms783us801ns; 
T#1ms743us297ns; 
T#1ms824us401ns; 
T#1ms777us251ns; 
T#1ms759us492ns; 
T#1ms841us410ns; 
T#1ms620us656ns; 
T#1ms682us694ns; 
T#1ms871us96ns; 
T#1ms927us313ns; 
T#2ms57us167ns; 
T#2ms117us342ns; 
T#1ms931us13ns; 
T#1ms899us931ns; 
T#1ms770us46ns; 
T#1ms661us5ns; 
T#1ms993us332ns; 
T#1ms891us260ns; 
T#1ms866us844ns; 
T#1ms767us438ns; 
T#1ms985us437ns; 
T#1ms916us668ns; 
T#1ms855us228ns; 
T#1ms570us643ns; 
T#1ms647us974ns; 
T#1ms944us384ns; 
T#1ms897us296ns; 
T#1ms867us585ns; 
T#1ms621us606ns; 
T#1ms851us940ns; 
T#1ms928us989ns; 
T#1ms891us276ns; 
T#1ms842us536ns; 
T#1ms608us684ns; 
T#1ms879us18ns; 
T#2ms109us807ns; 
T#1ms952us451ns; 
T#1ms929us843ns; 
T#1ms882us8ns; 
T#1ms634us122ns; 
T#1ms537us806ns; 
T#1ms560us858ns; 
T#1ms713us468ns; 
T#1ms909us765ns; 
T#1ms920us824ns; 
T#1ms886us539ns; 
T#1ms619us483ns; 
T#1ms942us166ns; 
T#1ms810us543ns; 
