T#6ms65us126ns; 
T#3ms741us317ns; 
T#3ms663us187ns; 
T#3ms703us150ns; 
T#3ms634us857ns; 
T#3ms643us217ns; 
T#3ms633us340ns; 
T#3ms628us977ns; 
T#3ms640us8ns; 
T#3ms665us343ns; 
T#3ms669us112ns; 
T#3ms708us477ns; 
T#3ms667us654ns; 
T#3ms693us901ns; 
T#3ms645us346ns; 
T#3ms699us527ns; 
T#3ms645us340ns; 
T#3ms646us398ns; 
T#3ms593us969ns; 
T#3ms669us897ns; 
T#3ms733us62ns; 
T#3ms678us705ns; 
T#3ms640us491ns; 
T#3ms616us499ns; 
T#3ms962us522ns; 
T#3ms635us567ns; 
T#3ms624us23ns; 
T#3ms570us490ns; 
T#3ms540us945ns; 
T#3ms514us731ns; 
T#3ms544us569ns; 
T#3ms624us310ns; 
T#3ms538us632ns; 
T#3ms557us53ns; 
T#3ms866us530ns; 
T#3ms570us385ns; 
T#3ms556us453ns; 
T#3ms577us779ns; 
T#3ms567us119ns; 
T#3ms522us964ns; 
T#3ms524us69ns; 
T#3ms532us450ns; 
T#3ms613us673ns; 
T#3ms547us813ns; 
T#3ms979us373ns; 
T#3ms634us546ns; 
T#3ms664us320ns; 
T#3ms647us185ns; 
T#3ms624us930ns; 
T#3ms633us959ns; 
T#3ms543us859ns; 
T#3ms559us911ns; 
T#3ms555us470ns; 
T#3ms957us291ns; 
T#3ms545us787ns; 
T#3ms419us719ns; 
T#3ms377us898ns; 
T#3ms495us95ns; 
T#3ms599us925ns; 
T#3ms642us502ns; 
T#3ms648us587ns; 
T#3ms674us917ns; 
T#3ms646us59ns; 
T#3ms683us680ns; 
T#3ms540us960ns; 
T#3ms654us800ns; 
T#3ms201us698ns; 
T#3ms596us570ns; 
T#3ms622us545ns; 
T#3ms612us132ns; 
T#3ms777us493ns; 
T#3ms646us188ns; 
T#3ms632us516ns; 
T#3ms649us299ns; 
T#3ms648us931ns; 
T#3ms619us3ns; 
T#3ms637us714ns; 
T#3ms648us277ns; 
T#3ms664us533ns; 
T#3ms662us554ns; 
T#3ms925us181ns; 
T#3ms660us560ns; 
T#3ms643us109ns; 
T#3ms657us614ns; 
T#3ms859us239ns; 
T#3ms622us291ns; 
T#3ms653us721ns; 
T#3ms589us787ns; 
T#3ms647us807ns; 
T#3ms627us180ns; 
T#4ms37us542ns; 
T#3ms682us88ns; 
T#3ms638us151ns; 
T#3ms672us725ns; 
T#3ms655us49ns; 
T#3ms640us870ns; 
T#3ms637us955ns; 
T#3ms587us333ns; 
T#3ms650us268ns; 
T#4ms60us149ns; 
T#3ms678us248ns; 
T#8ms120us265ns; 
T#5ms242us819ns; 
T#3ms745us603ns; 
T#3ms852us302ns; 
T#3ms886us326ns; 
T#3ms923us41ns; 
T#3ms863us310ns; 
T#3ms935us984ns; 
T#4ms377us684ns; 
T#4ms14us98ns; 
T#4ms933us779ns; 
T#3ms977us461ns; 
T#5ms89us97ns; 
T#5ms236us474ns; 
T#4ms466us292ns; 
T#4ms324us517ns; 
T#5ms62us382ns; 
T#5ms359us941ns; 
T#4ms260us; 
T#4ms234us35ns; 
T#4ms438us383ns; 
T#4ms987us493ns; 
T#4ms401us698ns; 
T#4ms438us392ns; 
T#4ms518us808ns; 
T#4ms671us388ns; 
T#4ms609us103ns; 
T#5ms77us678ns; 
T#5ms625us421ns; 
T#4ms637us671ns; 
T#4ms858us108ns; 
T#4ms993us378ns; 
T#5ms64us202ns; 
T#4ms741us967ns; 
T#4ms807us208ns; 
T#5ms295us424ns; 
T#5ms299us685ns; 
T#5ms43us963ns; 
T#4ms911us533ns; 
T#5ms679us858ns; 
T#5ms490us664ns; 
T#5ms390us473ns; 
T#5ms163us932ns; 
T#5ms223us568ns; 
T#5ms295us53ns; 
T#5ms467us622ns; 
T#5ms87us60ns; 
T#5ms456us165ns; 
T#5ms388us492ns; 
T#5ms275us442ns; 
T#5ms330us90ns; 
T#5ms328us216ns; 
T#5ms324us723ns; 
T#5ms426us330ns; 
T#5ms948us390ns; 
T#5ms573us710ns; 
T#5ms529us246ns; 
T#5ms684us159ns; 
T#5ms662us814ns; 
T#5ms629us257ns; 
T#5ms620us585ns; 
T#5ms556us543ns; 
T#5ms658us731ns; 
T#5ms705us236ns; 
T#6ms197us519ns; 
T#5ms759us749ns; 
T#5ms952us864ns; 
T#5ms896us320ns; 
T#5ms749us82ns; 
T#5ms823us430ns; 
T#5ms770us486ns; 
T#5ms802us123ns; 
T#6ms262us262ns; 
T#5ms986us507ns; 
T#5ms962us203ns; 
T#5ms994us512ns; 
T#6ms52us779ns; 
T#6ms148us671ns; 
T#6ms375us438ns; 
T#6ms333us867ns; 
T#6ms244us176ns; 
T#7ms97us824ns; 
T#7ms444us241ns; 
T#10ms302us441ns; 
T#8ms828us134ns; 
T#6ms110us21ns; 
T#9ms211us511ns; 
T#11ms164us320ns; 
T#11ms96us934ns; 
T#11ms136us273ns; 
T#11ms983us595ns; 
T#11ms426us647ns; 
T#11ms136us747ns; 
T#11ms642us135ns; 
T#8ms965us209ns; 
T#9ms446us502ns; 
T#7ms91us764ns; 
T#8ms779us528ns; 
T#10ms201us839ns; 
T#10ms368us555ns; 
T#10ms347us341ns; 
T#9ms789us250ns; 
T#11ms693us607ns; 
T#9ms922us154ns; 
T#7ms843us548ns; 
T#8ms80us657ns; 
T#11ms252us595ns; 
T#10ms148us566ns; 
T#11ms15us521ns; 
T#8ms113us644ns; 
T#7ms798us475ns; 
T#7ms836us415ns; 
T#7ms746us534ns; 
T#7ms746us415ns; 
T#10ms843us121ns; 
T#7ms736us954ns; 
T#7ms812us837ns; 
T#7ms913us253ns; 
T#7ms821us82ns; 
T#7ms811us928ns; 
T#7ms773us398ns; 
T#7ms749us222ns; 
T#7ms802us110ns; 
T#7ms719us531ns; 
T#8ms350us548ns; 
T#7ms756us502ns; 
T#7ms829us701ns; 
T#7ms419us310ns; 
T#7ms278us825ns; 
T#7ms328us370ns; 
T#7ms311us449ns; 
T#7ms306us586ns; 
T#7ms310us175ns; 
T#7ms337us465ns; 
T#7ms433us543ns; 
T#7ms317us941ns; 
T#7ms386us599ns; 
T#7ms350us711ns; 
T#7ms737us982ns; 
T#7ms305us707ns; 
T#7ms341us130ns; 
T#7ms354us208ns; 
T#7ms306us645ns; 
T#7ms389us401ns; 
T#7ms370us916ns; 
T#7ms362us2ns; 
T#7ms372us338ns; 
T#7ms346us517ns; 
T#7ms862us315ns; 
T#7ms335us822ns; 
T#7ms364us502ns; 
T#7ms29us726ns; 
T#7ms10us411ns; 
T#7ms336us32ns; 
T#7ms358us100ns; 
T#7ms333us950ns; 
T#7ms290us44ns; 
T#7ms867us649ns; 
T#7ms362us192ns; 
T#7ms413us329ns; 
T#7ms406us731ns; 
T#7ms352us262ns; 
T#7ms305us977ns; 
T#7ms332us983ns; 
T#7ms162us32ns; 
T#6ms931us902ns; 
T#7ms431us865ns; 
T#6ms939us66ns; 
T#6ms924us115ns; 
T#7ms65us404ns; 
T#7ms387us28ns; 
T#7ms320us338ns; 
T#7ms377us179ns; 
T#7ms340us648ns; 
T#14ms692us836ns; 
T#7ms301us877ns; 
T#7ms363us154ns; 
T#7ms361us527ns; 
T#7ms341us498ns; 
T#7ms377us729ns; 
T#7ms326us2ns; 
T#12ms297us755ns; 
T#10ms680us157ns; 
T#7ms270us588ns; 
T#15ms55us465ns; 
T#7ms828us581ns; 
T#7ms899us755ns; 
T#7ms645us877ns; 
T#7ms747us478ns; 
T#7ms655us751ns; 
T#7ms764us192ns; 
T#8ms30us310ns; 
T#8ms824us946ns; 
T#8ms222us858ns; 
T#8ms250us895ns; 
T#8ms126us935ns; 
T#8ms296us676ns; 
T#8ms232us775ns; 
T#8ms116us929ns; 
T#8ms6us656ns; 
T#7ms802us586ns; 
T#7ms743us226ns; 
T#8ms400us342ns; 
T#7ms848us833ns; 
T#7ms696us612ns; 
T#7ms539us459ns; 
T#7ms745us609ns; 
T#7ms358us982ns; 
T#7ms376us574ns; 
T#7ms357us202ns; 
T#7ms699us88ns; 
T#8ms283us264ns; 
T#7ms875us498ns; 
T#7ms738us882ns; 
T#8ms285us950ns; 
T#7ms461us202ns; 
T#7ms447us282ns; 
T#7ms128us823ns; 
T#7ms371us93ns; 
T#7ms542us319ns; 
T#7ms624us577ns; 
T#11ms537us320ns; 
T#7ms507us994ns; 
T#7ms718us176ns; 
T#7ms584us429ns; 
T#7ms595us817ns; 
T#7ms474us660ns; 
T#7ms513us569ns; 
T#7ms411us284ns; 
T#7ms405us622ns; 
T#7ms966us706ns; 
T#7ms387us289ns; 
T#7ms403us443ns; 
T#7ms406us463ns; 
T#7ms377us379ns; 
T#7ms288us714ns; 
T#7ms442us128ns; 
T#7ms428us817ns; 
T#10ms684us355ns; 
T#14ms745us502ns; 
T#9ms888us686ns; 
T#7ms400us879ns; 
T#7ms394us708ns; 
T#7ms405us33ns; 
T#7ms314us396ns; 
T#7ms303us545ns; 
T#7ms866us752ns; 
T#7ms36us749ns; 
T#6ms930us752ns; 
T#6ms910us163ns; 
T#6ms968us101ns; 
T#6ms966us566ns; 
T#6ms979us947ns; 
T#6ms954us345ns; 
T#6ms927us618ns; 
T#11ms683us496ns; 
T#12ms548us770ns; 
T#8ms475us14ns; 
T#7ms490us410ns; 
T#7ms549us752ns; 
T#7ms907us942ns; 
T#7ms411us832ns; 
T#7ms783us844ns; 
T#7ms335us167ns; 
T#7ms206us708ns; 
T#7ms919us291ns; 
T#7ms322us190ns; 
T#7ms703us605ns; 
T#7ms221us611ns; 
T#7ms269us683ns; 
T#7ms983us191ns; 
T#7ms412us88ns; 
T#7ms407us760ns; 
T#7ms537us721ns; 
T#7ms742us942ns; 
T#8ms33us455ns; 
T#7ms715us588ns; 
T#7ms455us792ns; 
T#12ms159us956ns; 
T#11ms718us280ns; 
T#7ms560us805ns; 
T#8ms615us536ns; 
T#7ms520us742ns; 
T#7ms195us644ns; 
T#7ms606us143ns; 
T#7ms481us58ns; 
T#7ms531us381ns; 
T#7ms810us342ns; 
T#8ms570us257ns; 
T#7ms452us92ns; 
T#7ms648us982ns; 
T#8ms103us357ns; 
T#7ms679us453ns; 
T#8ms204us472ns; 
T#8ms570us841ns; 
T#12ms88us8ns; 
T#8ms479us705ns; 
T#7ms459us699ns; 
T#7ms372us459ns; 
T#7ms395us738ns; 
T#7ms411us370ns; 
T#7ms365us556ns; 
T#7ms450us762ns; 
T#7ms320us353ns; 
T#7ms325us16ns; 
T#7ms396us653ns; 
T#7ms410us341ns; 
T#7ms428us72ns; 
T#7ms348us22ns; 
T#7ms338us974ns; 
T#7ms432us723ns; 
T#7ms426us579ns; 
T#7ms341us345ns; 
T#7ms317us42ns; 
T#7ms313us436ns; 
T#7ms321us352ns; 
T#7ms301us216ns; 
T#7ms330us105ns; 
T#7ms357us945ns; 
T#7ms340us6ns; 
T#10ms647us683ns; 
T#8ms625us894ns; 
T#7ms341us809ns; 
T#7ms332us954ns; 
T#7ms355us532ns; 
T#7ms313us92ns; 
T#7ms311us713ns; 
T#7ms300us44ns; 
T#7ms372us390ns; 
T#7ms355us98ns; 
T#7ms274us634ns; 
T#7ms341us1ns; 
T#7ms430us416ns; 
T#7ms345us2ns; 
T#7ms351us835ns; 
T#7ms311us692ns; 
T#7ms359us684ns; 
T#7ms320us600ns; 
T#7ms390us85ns; 
T#7ms508us111ns; 
T#7ms374us230ns; 
T#7ms321us134ns; 
T#7ms369us777ns; 
T#7ms319us931ns; 
T#7ms346us671ns; 
T#7ms368us881ns; 
T#7ms338us762ns; 
T#7ms217us162ns; 
T#7ms27us682ns; 
T#7ms194us644ns; 
T#7ms180us713ns; 
T#6ms943us720ns; 
T#6ms958us797ns; 
T#6ms950us913ns; 
T#6ms940us786ns; 
T#6ms936us887ns; 
T#6ms922us352ns; 
T#6ms897us988ns; 
T#6ms917us262ns; 
T#6ms971us24ns; 
T#6ms946us603ns; 
T#6ms931us49ns; 
T#6ms981us407ns; 
T#6ms978us985ns; 
T#6ms969us250ns; 
T#6ms922us219ns; 
T#6ms973us895ns; 
T#6ms976us445ns; 
T#7ms70us661ns; 
T#6ms965us295ns; 
T#7ms62us705ns; 
T#6ms962us762ns; 
T#7ms381us234ns; 
T#7ms407us278ns; 
T#7ms365us413ns; 
T#7ms387us110ns; 
T#7ms335us345ns; 
T#14ms313us119ns; 
T#12ms15us961ns; 
T#7ms342us658ns; 
T#7ms621us382ns; 
T#7ms331us751ns; 
T#7ms290us674ns; 
T#7ms461us81ns; 
T#7ms362us316ns; 
T#7ms371us773ns; 
T#7ms297us19ns; 
T#7ms344us236ns; 
T#7ms266us873ns; 
T#7ms274us289ns; 
T#7ms320us333ns; 
T#7ms260us107ns; 
T#7ms303us400ns; 
T#7ms274us910ns; 
T#8ms769us356ns; 
T#10ms209us586ns; 
T#8ms946us392ns; 
T#7ms571us141ns; 
T#8ms19us443ns; 
T#7ms716us258ns; 
T#7ms802us431ns; 
T#8ms998us654ns; 
T#9ms173us151ns; 
T#8ms690us643ns; 
T#9ms345us103ns; 
T#9ms338us290ns; 
T#9ms64us877ns; 
T#9ms352us84ns; 
T#8ms259us919ns; 
T#12ms124us292ns; 
T#12ms847us131ns; 
T#13ms744us467ns; 
T#16ms159us786ns; 
T#28ms304us86ns; 
T#18ms285us527ns; 
T#12ms711us232ns; 
T#16ms55us341ns; 
T#13ms440us985ns; 
T#10ms969us111ns; 
T#9ms618us395ns; 
T#12ms419us641ns; 
T#13ms82us379ns; 
T#8ms864us795ns; 
T#8ms786us657ns; 
T#8ms773us911ns; 
T#8ms877us729ns; 
T#10ms892us991ns; 
T#9ms911us565ns; 
T#9ms375us417ns; 
T#10ms370us511ns; 
T#9ms39us461ns; 
T#8ms943us700ns; 
T#8ms856us350ns; 
