T#578us622ns; 
T#573us754ns; 
T#562us785ns; 
T#525us887ns; 
T#572us729ns; 
T#526us396ns; 
T#628us114ns; 
T#701us946ns; 
T#589us33ns; 
T#702us530ns; 
T#821us630ns; 
T#720us566ns; 
T#600us359ns; 
T#657us641ns; 
T#614us864ns; 
T#664us338ns; 
T#690us741ns; 
T#656us255ns; 
T#633us661ns; 
T#656us103ns; 
T#662us973ns; 
T#805us940ns; 
T#678us287ns; 
T#662us564ns; 
T#648us750ns; 
T#662us95ns; 
T#674us736ns; 
T#600us102ns; 
T#670us718ns; 
T#648us52ns; 
T#604us527ns; 
T#631us411ns; 
T#566us698ns; 
T#851us547ns; 
T#705us96ns; 
T#752us602ns; 
T#652us350ns; 
T#662us97ns; 
T#645us526ns; 
T#612us674ns; 
T#660us740ns; 
T#666us805ns; 
T#726us593ns; 
T#634us831ns; 
T#623us137ns; 
T#623us106ns; 
T#671us789ns; 
T#647us72ns; 
T#598us58ns; 
T#663us147ns; 
T#1ms124us929ns; 
T#1ms241us752ns; 
T#1ms322us562ns; 
T#1ms215us637ns; 
T#1ms212us104ns; 
T#1ms254us67ns; 
T#1ms240us299ns; 
T#1ms294us78ns; 
T#1ms224us925ns; 
T#1ms57us174ns; 
T#639us248ns; 
T#617us697ns; 
T#638us637ns; 
T#650us306ns; 
T#614us89ns; 
T#650us37ns; 
T#634us927ns; 
T#729us543ns; 
T#657us249ns; 
T#628us307ns; 
T#639us807ns; 
T#649us966ns; 
T#627us982ns; 
T#640us466ns; 
T#659us682ns; 
T#641us309ns; 
T#686us630ns; 
T#670us300ns; 
T#621us543ns; 
T#727us446ns; 
T#609us973ns; 
T#605us539ns; 
T#628us108ns; 
T#640us670ns; 
T#650us927ns; 
T#733us857ns; 
T#774us265ns; 
T#642us685ns; 
T#624us883ns; 
T#656us934ns; 
T#627us10ns; 
T#637us298ns; 
T#694us55ns; 
T#608us213ns; 
T#672us23ns; 
T#642us803ns; 
T#570us803ns; 
T#638us881ns; 
T#616us522ns; 
T#654us557ns; 
T#1ms147us922ns; 
T#1ms227us698ns; 
T#1ms234us648ns; 
T#1ms232us945ns; 
T#1ms233us979ns; 
T#1ms259us434ns; 
T#1ms242us12ns; 
T#1ms227us404ns; 
T#1ms204us660ns; 
T#1ms189us890ns; 
T#1ms213us32ns; 
T#826us281ns; 
T#649us562ns; 
T#664us194ns; 
T#642us342ns; 
T#657us61ns; 
T#625us146ns; 
T#629us247ns; 
T#654us895ns; 
T#688us605ns; 
T#633us640ns; 
T#649us490ns; 
T#648us56ns; 
T#619us768ns; 
T#627us512ns; 
T#595us179ns; 
T#633us405ns; 
T#637us824ns; 
T#604us535ns; 
T#645us688ns; 
T#717us559ns; 
T#588us282ns; 
T#641us899ns; 
T#580us705ns; 
T#599us337ns; 
T#604us885ns; 
T#556us523ns; 
T#634us334ns; 
T#561us229ns; 
T#640us411ns; 
T#646us897ns; 
T#580us768ns; 
T#609us204ns; 
T#601us549ns; 
T#689us572ns; 
T#677us1ns; 
T#697us702ns; 
T#557us875ns; 
T#687us890ns; 
T#533us453ns; 
T#230us900ns; 
T#442us72ns; 
T#476us449ns; 
T#473us111ns; 
T#471us339ns; 
T#461us273ns; 
T#458us924ns; 
T#478us712ns; 
T#450us544ns; 
T#475us366ns; 
T#458us908ns; 
T#473us246ns; 
T#459us773ns; 
T#461us166ns; 
T#464us621ns; 
T#480us852ns; 
T#451us457ns; 
T#473us557ns; 
T#473us890ns; 
T#471us550ns; 
T#472us292ns; 
T#449us540ns; 
T#474us965ns; 
T#468us468ns; 
T#456us764ns; 
T#463us699ns; 
T#471us493ns; 
T#462us270ns; 
T#334us392ns; 
T#178us172ns; 
T#162us895ns; 
T#162us874ns; 
T#161us896ns; 
T#162us863ns; 
T#184us51ns; 
T#167us624ns; 
T#159us239ns; 
T#175us168ns; 
T#163us391ns; 
T#162us911ns; 
T#179us863ns; 
T#158us286ns; 
T#157us998ns; 
T#159us143ns; 
T#174us99ns; 
T#162us355ns; 
T#175us588ns; 
T#182us318ns; 
T#158us608ns; 
T#183us732ns; 
T#185us452ns; 
T#441us671ns; 
T#451us339ns; 
T#474us658ns; 
T#449us514ns; 
T#475us944ns; 
T#450us244ns; 
T#465us803ns; 
T#489us735ns; 
T#465us579ns; 
T#464us611ns; 
T#451us845ns; 
T#475us468ns; 
T#450us569ns; 
T#476us233ns; 
T#451us140ns; 
T#476us193ns; 
T#452us103ns; 
T#487us179ns; 
T#485us900ns; 
T#476us900ns; 
T#464us411ns; 
T#482us453ns; 
T#448us486ns; 
T#484us417ns; 
T#472us704ns; 
T#468us603ns; 
T#454us488ns; 
T#152us719ns; 
T#133us445ns; 
T#132us721ns; 
T#160us437ns; 
T#181us211ns; 
T#157us205ns; 
T#175us115ns; 
T#161us902ns; 
T#162us132ns; 
T#168us323ns; 
T#170us57ns; 
T#163us976ns; 
T#171us923ns; 
T#163us434ns; 
T#163us3ns; 
T#176us552ns; 
T#272us493ns; 
T#178us526ns; 
T#183us997ns; 
T#205us922ns; 
T#195us339ns; 
T#232us634ns; 
T#305us827ns; 
T#461us104ns; 
T#448us963ns; 
T#452us95ns; 
T#452us765ns; 
T#447us821ns; 
T#455us720ns; 
T#457us175ns; 
T#455us822ns; 
T#448us369ns; 
T#456us193ns; 
T#451us580ns; 
T#459us701ns; 
T#552us429ns; 
T#483us86ns; 
T#464us227ns; 
T#468us158ns; 
T#468us109ns; 
T#465us750ns; 
T#469us164ns; 
T#464us851ns; 
T#468us25ns; 
T#464us154ns; 
T#472us380ns; 
T#464us734ns; 
T#577us639ns; 
T#462us827ns; 
T#476us274ns; 
T#460us56ns; 
T#228us75ns; 
T#170us703ns; 
T#162us729ns; 
T#162us236ns; 
T#163us316ns; 
T#174us966ns; 
T#177us218ns; 
T#162us949ns; 
T#162us931ns; 
T#162us206ns; 
T#162us698ns; 
T#161us955ns; 
T#170us534ns; 
T#168us462ns; 
T#162us584ns; 
T#163us131ns; 
T#162us992ns; 
T#162us846ns; 
T#173us90ns; 
T#164us278ns; 
T#171us965ns; 
T#318us373ns; 
T#466us470ns; 
T#434us562ns; 
T#469us632ns; 
T#455us641ns; 
T#465us592ns; 
T#453us840ns; 
T#450us222ns; 
T#568us565ns; 
T#471us274ns; 
T#377us430ns; 
T#196us464ns; 
T#162us305ns; 
T#162us472ns; 
T#168us147ns; 
T#170us636ns; 
T#162us494ns; 
T#161us852ns; 
T#162us173ns; 
T#162us174ns; 
T#170us345ns; 
T#171us735ns; 
T#162us578ns; 
T#164us367ns; 
T#162us263ns; 
T#163us357ns; 
T#169us261ns; 
T#173us691ns; 
T#161us718ns; 
T#163us924ns; 
T#291us675ns; 
T#472us880ns; 
T#463us618ns; 
T#494us472ns; 
T#482us518ns; 
T#559us699ns; 
T#479us445ns; 
T#488us720ns; 
T#463us228ns; 
T#457us248ns; 
T#303us169ns; 
T#363us923ns; 
T#458us497ns; 
T#455us460ns; 
T#462us412ns; 
T#449us346ns; 
T#461us348ns; 
T#463us335ns; 
T#463us198ns; 
T#448us319ns; 
T#455us829ns; 
T#475us552ns; 
T#438us758ns; 
T#542us358ns; 
T#448us723ns; 
T#462us771ns; 
T#451us581ns; 
T#461us72ns; 
T#450us724ns; 
T#460us887ns; 
T#449us989ns; 
T#458us858ns; 
T#450us874ns; 
T#453us600ns; 
T#454us61ns; 
T#454us286ns; 
T#543us214ns; 
T#478us861ns; 
T#471us882ns; 
T#466us159ns; 
T#471us756ns; 
T#463us955ns; 
T#472us222ns; 
T#468us999ns; 
T#474us473ns; 
T#466us639ns; 
T#477us686ns; 
T#469us793ns; 
