T#839us632ns; 
T#661us650ns; 
T#623us447ns; 
T#651us988ns; 
T#639us726ns; 
T#650us654ns; 
T#678us307ns; 
T#666us346ns; 
T#664us360ns; 
T#742us869ns; 
T#655us722ns; 
T#652us608ns; 
T#702us228ns; 
T#667us417ns; 
T#690us68ns; 
T#647us999ns; 
T#641us938ns; 
T#643us355ns; 
T#514us180ns; 
T#523us865ns; 
T#517us98ns; 
T#511us143ns; 
T#510us599ns; 
T#510us686ns; 
T#432us64ns; 
T#360us901ns; 
T#374us548ns; 
T#363us921ns; 
T#362us784ns; 
T#379us498ns; 
T#352us52ns; 
T#375us100ns; 
T#298us430ns; 
T#270us299ns; 
T#260us701ns; 
T#290us186ns; 
T#267us513ns; 
T#262us872ns; 
T#277us172ns; 
T#277us596ns; 
T#277us435ns; 
T#263us883ns; 
T#271us653ns; 
T#264us117ns; 
T#208us317ns; 
T#222us742ns; 
T#214us566ns; 
T#230us171ns; 
T#213us834ns; 
T#222us581ns; 
T#217us909ns; 
T#224us446ns; 
T#219us48ns; 
T#210us684ns; 
T#214us218ns; 
T#208us939ns; 
T#230us961ns; 
T#222us668ns; 
T#280us856ns; 
T#217us753ns; 
T#222us314ns; 
T#202us301ns; 
T#206us403ns; 
T#199us501ns; 
T#174us140ns; 
T#273us482ns; 
T#311us19ns; 
T#261us849ns; 
T#238us327ns; 
T#221us576ns; 
T#224us264ns; 
T#213us999ns; 
T#216us762ns; 
T#232us899ns; 
T#206us562ns; 
T#362us200ns; 
T#209us604ns; 
T#235us82ns; 
T#214us161ns; 
T#233us909ns; 
T#235us99ns; 
T#228us664ns; 
T#243us276ns; 
T#215us993ns; 
T#219us970ns; 
T#222us231ns; 
T#229us357ns; 
T#217us639ns; 
T#205us515ns; 
T#211us318ns; 
T#224us541ns; 
T#227us618ns; 
T#204us724ns; 
T#218us456ns; 
T#206us305ns; 
T#240us351ns; 
T#227us735ns; 
T#218us9ns; 
T#213us238ns; 
T#247us866ns; 
T#255us398ns; 
T#660us661ns; 
T#528us93ns; 
T#492us665ns; 
T#468us68ns; 
T#211us740ns; 
T#216us536ns; 
T#227us438ns; 
T#216us328ns; 
T#285us375ns; 
T#447us154ns; 
T#417us110ns; 
T#317us340ns; 
T#392us891ns; 
T#241us503ns; 
T#420us236ns; 
T#444us734ns; 
T#365us860ns; 
T#410us240ns; 
T#320us988ns; 
T#377us492ns; 
T#225us723ns; 
T#215us804ns; 
T#226us426ns; 
T#2ms89us282ns; 
T#1ms63us21ns; 
T#452us67ns; 
T#230us862ns; 
T#211us792ns; 
T#222us721ns; 
T#215us961ns; 
T#225us929ns; 
T#214us385ns; 
T#206us540ns; 
T#221us186ns; 
T#233us430ns; 
T#223us306ns; 
T#211us5ns; 
T#203us448ns; 
T#219us63ns; 
T#241us725ns; 
T#218us871ns; 
T#226us605ns; 
T#263us897ns; 
T#215us384ns; 
T#235us962ns; 
T#210us985ns; 
T#214us652ns; 
T#239us369ns; 
T#231us654ns; 
T#210us855ns; 
T#210us755ns; 
T#214us991ns; 
T#220us119ns; 
T#177us93ns; 
T#226us833ns; 
T#192us695ns; 
T#178us6ns; 
T#200us58ns; 
T#196us273ns; 
T#175us237ns; 
T#219us470ns; 
T#173us721ns; 
T#196us470ns; 
T#207us488ns; 
T#233us450ns; 
T#206us567ns; 
T#202us646ns; 
T#211us802ns; 
T#214us143ns; 
T#179us278ns; 
T#175us794ns; 
T#198us579ns; 
T#194us783ns; 
T#195us477ns; 
T#174us730ns; 
T#177us5ns; 
T#177us413ns; 
T#207us739ns; 
T#213us945ns; 
T#176us494ns; 
T#180us555ns; 
T#174us844ns; 
T#181us703ns; 
T#222us874ns; 
T#192us874ns; 
T#172us281ns; 
T#180us726ns; 
T#177us570ns; 
T#205us305ns; 
T#213us531ns; 
T#190us773ns; 
T#228us85ns; 
T#233us932ns; 
T#214us732ns; 
T#209us503ns; 
T#227us150ns; 
T#214us843ns; 
T#209us342ns; 
T#229us883ns; 
T#216us390ns; 
T#236us19ns; 
T#208us238ns; 
T#215us582ns; 
T#183us209ns; 
T#179us499ns; 
T#184us223ns; 
T#212us280ns; 
T#207us165ns; 
T#188us831ns; 
T#182us942ns; 
T#187us635ns; 
T#175us455ns; 
T#237us716ns; 
T#195us187ns; 
T#188us329ns; 
T#173us232ns; 
T#186us481ns; 
T#189us980ns; 
T#241us352ns; 
T#186us769ns; 
T#178us952ns; 
T#184us687ns; 
T#181us899ns; 
T#224us463ns; 
T#228us609ns; 
T#197us772ns; 
T#187us982ns; 
T#179us625ns; 
T#232us734ns; 
T#189us240ns; 
T#201us442ns; 
T#177us175ns; 
T#191us547ns; 
T#219us927ns; 
T#179us433ns; 
T#209us71ns; 
T#201us637ns; 
T#189us599ns; 
T#214us76ns; 
T#187us462ns; 
T#191us855ns; 
T#193us951ns; 
T#226us291ns; 
T#206us727ns; 
T#185us962ns; 
T#176us605ns; 
T#198us332ns; 
T#243us10ns; 
T#224us937ns; 
T#221us609ns; 
T#212us914ns; 
T#219us985ns; 
T#223us972ns; 
T#220us814ns; 
T#223us904ns; 
T#209us467ns; 
T#244us525ns; 
T#218us958ns; 
T#197us820ns; 
T#177us983ns; 
T#186us93ns; 
T#197us549ns; 
T#223us170ns; 
T#211us882ns; 
T#181us760ns; 
T#186us940ns; 
T#194us890ns; 
T#218us526ns; 
T#228us366ns; 
T#215us464ns; 
T#220us129ns; 
T#306us301ns; 
T#224us149ns; 
T#245us608ns; 
T#215us818ns; 
T#207us231ns; 
T#183us102ns; 
T#205us244ns; 
T#205us916ns; 
T#211us807ns; 
T#241us762ns; 
T#209us717ns; 
T#208us998ns; 
T#220us194ns; 
T#221us926ns; 
T#208us405ns; 
T#216us132ns; 
T#215us909ns; 
T#212us438ns; 
T#263us450ns; 
T#213us827ns; 
T#213us637ns; 
T#212us714ns; 
T#226us396ns; 
T#217us125ns; 
T#180us545ns; 
T#182us165ns; 
T#181us515ns; 
T#180us557ns; 
T#193us901ns; 
T#207us100ns; 
T#182us59ns; 
T#188us537ns; 
T#179us338ns; 
T#225us277ns; 
T#203us641ns; 
T#214us526ns; 
T#183us533ns; 
