T#466us318ns; 
T#391us751ns; 
T#324us473ns; 
T#328us319ns; 
T#346us716ns; 
T#334us545ns; 
T#329us816ns; 
T#375us549ns; 
T#335us452ns; 
T#320us662ns; 
T#428us870ns; 
T#339us971ns; 
T#432us837ns; 
T#463us656ns; 
T#341us514ns; 
T#356us359ns; 
T#328us188ns; 
T#337us815ns; 
T#456us763ns; 
T#384us43ns; 
T#561us549ns; 
T#324us935ns; 
T#343us199ns; 
T#351us191ns; 
T#336us978ns; 
T#328us305ns; 
T#344us991ns; 
T#336us74ns; 
T#333us458ns; 
T#356us94ns; 
T#327us392ns; 
T#351us723ns; 
T#330us575ns; 
T#331us476ns; 
T#345us470ns; 
T#390us720ns; 
T#334us125ns; 
T#336us900ns; 
T#334us529ns; 
T#326us955ns; 
T#375us774ns; 
T#325us637ns; 
T#325us506ns; 
T#340us257ns; 
T#316us232ns; 
T#327us255ns; 
T#336us607ns; 
T#324us244ns; 
T#320us846ns; 
T#340us776ns; 
T#337us530ns; 
T#334us181ns; 
T#343us451ns; 
T#324us608ns; 
T#335us944ns; 
T#346us130ns; 
T#300us914ns; 
T#338us739ns; 
T#377us834ns; 
T#346us797ns; 
T#472us764ns; 
T#350us710ns; 
T#332us79ns; 
T#329us690ns; 
T#333us638ns; 
T#459us332ns; 
T#339us903ns; 
T#321us85ns; 
T#328us176ns; 
T#376us81ns; 
T#326us276ns; 
T#322us995ns; 
T#334us76ns; 
T#326us240ns; 
T#320us459ns; 
T#335us550ns; 
T#322us68ns; 
T#329us639ns; 
T#378us742ns; 
T#374us764ns; 
T#330us376ns; 
T#340us636ns; 
T#324us193ns; 
T#324us49ns; 
T#336us125ns; 
T#324us358ns; 
T#345us847ns; 
T#337us353ns; 
T#324us993ns; 
T#413us287ns; 
T#343us869ns; 
T#393us157ns; 
T#330us975ns; 
T#333us285ns; 
T#325us903ns; 
T#339us357ns; 
T#365us442ns; 
T#324us709ns; 
T#430us111ns; 
T#516us293ns; 
T#336us104ns; 
T#334us17ns; 
T#338us701ns; 
T#377us446ns; 
T#352us505ns; 
T#389us309ns; 
T#424us306ns; 
T#413us621ns; 
T#339us485ns; 
T#418us727ns; 
T#391us260ns; 
T#727us722ns; 
T#420us876ns; 
T#339us167ns; 
T#335us965ns; 
T#342us795ns; 
T#368us52ns; 
T#338us890ns; 
T#336us297ns; 
T#387us886ns; 
T#328us70ns; 
T#372us764ns; 
T#330us698ns; 
T#334us8ns; 
T#344us969ns; 
T#327us363ns; 
T#335us915ns; 
T#334us850ns; 
T#335us267ns; 
T#329us49ns; 
T#354us281ns; 
T#328us457ns; 
T#345us706ns; 
T#349us978ns; 
T#328us579ns; 
T#339us978ns; 
T#341us374ns; 
T#332us200ns; 
T#347us758ns; 
T#352us800ns; 
T#338us38ns; 
T#326us223ns; 
T#384us235ns; 
T#624us724ns; 
T#495us293ns; 
T#539us726ns; 
T#371us295ns; 
T#332us131ns; 
T#333us212ns; 
T#387us965ns; 
T#327us749ns; 
T#351us699ns; 
T#491us690ns; 
T#461us684ns; 
T#367us346ns; 
T#390us22ns; 
T#502us163ns; 
T#330us234ns; 
T#433us244ns; 
T#375us420ns; 
T#337us370ns; 
T#460us633ns; 
T#329us393ns; 
T#340us599ns; 
T#340us301ns; 
T#337us562ns; 
T#335us380ns; 
T#464us889ns; 
T#329us229ns; 
T#388us259ns; 
T#416us200ns; 
T#325us735ns; 
T#356us961ns; 
T#361us845ns; 
T#356us632ns; 
T#416us5ns; 
T#383us479ns; 
T#473us900ns; 
T#461us226ns; 
T#439us468ns; 
T#387us786ns; 
T#348us94ns; 
T#503us745ns; 
T#374us649ns; 
T#591us257ns; 
T#329us891ns; 
T#432us483ns; 
T#334us493ns; 
T#361us901ns; 
T#357us498ns; 
T#337us894ns; 
T#443us411ns; 
T#379us567ns; 
T#390us72ns; 
T#352us447ns; 
T#338us808ns; 
T#381us140ns; 
T#445us315ns; 
T#392us978ns; 
T#510us289ns; 
T#383us718ns; 
T#345us266ns; 
T#364us986ns; 
T#331us581ns; 
T#355us263ns; 
T#453us359ns; 
T#339us810ns; 
T#365us465ns; 
T#329us553ns; 
T#332us312ns; 
T#357us839ns; 
T#409us591ns; 
T#328us763ns; 
T#385us96ns; 
T#435us266ns; 
T#337us773ns; 
T#410us353ns; 
T#415us672ns; 
T#452us927ns; 
T#329us318ns; 
T#346us55ns; 
T#345us749ns; 
T#510us601ns; 
T#365us116ns; 
T#333us441ns; 
T#338us199ns; 
T#343us449ns; 
T#433us743ns; 
T#342us316ns; 
T#334us797ns; 
T#335us891ns; 
T#342us79ns; 
T#368us678ns; 
T#327us896ns; 
T#410us609ns; 
T#443us831ns; 
T#556us663ns; 
T#544us153ns; 
